Time,Direction,Entry Price,Exit Price,Price Difference,Result,Balance
2024-11-05 17:25:28.057942,buy,1.3011,1.314111,0.013011000000000106,win,1003.8399999999974
2024-11-05 17:25:28.064901,buy,2454.71,2479.2571000000003,24.547100000000228,win,1003.8399999999974
2024-11-05 17:26:38.545422,buy,1.09081,1.1017181,0.010908099999999976,win,1004.0199999999974
2024-11-05 17:26:38.552422,buy,1.3012299999999999,1.3142422999999999,0.013012299999999977,win,1004.0199999999974
2024-11-05 17:26:38.560452,buy,2461.26,2485.8726,24.61259999999993,win,1004.0199999999974
2024-11-05 17:27:49.043018,buy,1.09079,1.1016979,0.010907900000000081,win,1004.1999999999973
2024-11-05 17:27:49.052021,buy,1.30121,1.3142221,0.013012100000000082,win,1004.1999999999973
2024-11-05 17:27:49.062023,buy,2464.44,2489.0844,24.644400000000132,win,1004.1999999999973
2024-11-05 17:28:59.548736,buy,1.09088,1.1017888,0.01090879999999994,win,1004.3799999999973
2024-11-05 17:28:59.556702,buy,1.30173,1.3147473,0.01301730000000001,win,1004.3799999999973
2024-11-05 17:28:59.566074,buy,2463.04,2487.6704,24.63040000000001,win,1004.3799999999973
2024-11-05 17:30:10.044157,sell,1.09083,1.0799216999999999,-0.010908300000000093,loss,1004.5599999999972
2024-11-05 17:31:10.529365,buy,1.30154,1.3145554,0.01301540000000001,win,1004.4599999999972
2024-11-05 17:32:11.019943,buy,2468.44,2493.1244,24.684400000000096,win,1004.6399999999971
2024-11-05 17:33:21.504188,sell,1.09061,1.0797039000000002,-0.010906099999999919,loss,1004.8199999999971
2024-11-05 17:33:21.511775,buy,1.30161,1.3146261,0.013016099999999975,win,1004.8199999999971
2024-11-05 17:33:21.519749,buy,2470.33,2495.0333,24.703300000000127,win,1004.8199999999971
